research_phase,window_id,topic_instance_id,adjudication_status,human_decision,effective_name,effective_description,effective_path_l1,effective_path_l2,effective_path_l3,effective_taxonomy_path,qualification,effective_message_count,message_share,evidence_message_count,evidence_message_ids,source_name,source_taxonomy_path
B,S1000-0104,STI-4e8ce5981280559465c3,accepted,agree,公开课邀请通知,会话中多次发送公开课邀请，提供各场公开课的时间、课程ID和进入链接。,课程运营与服务,在线课程运行,在线教室与课程接入,课程运营与服务 > 在线课程运行 > 在线教室与课程接入,standard,21,0.21,21,1080427925|1080427927|1081435579|1081435587|1082578297|1083865173|1085153481|1087685727|1088820713|1089841999|1091052825|1092353545|1093679323|1094985989|1096270609|1097425969|1098415883|1099560543|1100835863|1102135959|1103483373,公开课邀请通知,课程运营与服务 > 在线课程运行 > 在线教室与课程接入
B,S1000-0104,STI-80656d9319fe44999fcc,corrected,problem,上课进入时间与临时调整,师生沟通多次课程的进入时间，包括等待、延后上课、学生短暂迟到及改为21点上课。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,21,0.21,21,1081435591|1082578299|1088820715|1088820717|1088820719|1088820721|1093679309|1093679311|1093679315|1096270603|1096270605|1097425965|1097425967|1097425971|1099560539|1099560541|1100835847|1100835855|1100835857|1100835859|1100835861,上课进入时间与临时调整,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理
B,S1000-0104,STI-ecbf0a82a77ff97c6453,accepted,agree,课文背诵与词汇抽查安排,师生围绕课文背诵进度、是否看中文背诵、随机抽背、全文背诵及1、2单元单词抽查进行安排。,学习与学业内容,学习任务与评价,作业与练习,学习与学业内容 > 学习任务与评价 > 作业与练习,standard,44,0.44,44,1081435581|1081435583|1081435585|1081435589|1081435595|1081435597|1081435599|1081435601|1086438437|1086438439|1086438441|1086438443|1086438445|1093679305|1093679307|1093679309|1093679311|1093679313|1093679315|1093679317|1093679319|1093679321|1100835865|1100835869|1100835871|1100835873|1100835875|1100835877|1100835881|1100835883|1102135963|1102135967|1102135969|1102135971|1103483361|1103483363|1103483365|1103483367|1103483369|1103483375|1104813397|1104813401|1104813403|1104813405,课文背诵与词汇抽查安排,学习与学业内容 > 学习任务与评价 > 作业与练习
B,S1000-0105,STI-115771df9e1071b4de80,accepted,agree,贵金属及原油行情分析与交易操作讨论,群成员讨论原油和贵金属的价格走势、技术形态与支撑压力位，并交流锁单、建仓、止盈和等待回踩等交易操作。,金融与公共信息,金融与公共议题,金融市场与交易,金融与公共信息 > 金融与公共议题 > 金融市场与交易,standard,95,0.95,95,1082595251|1083885699|1083885701|1083885703|1083885705|1083885707|1083885709|1083885711|1083885713|1083885715|1083885717|1083885719|1083885721|1083885723|1083885727|1083885729|1083885731|1083885733|1083885735|1083885737|1083885739|1083885741|1085173099|1085173101|1085173103|1085173105|1085173107|1085173109|1085173111|1085173113|1085173117|1085173119|1085173121|1085173125|1085173127|1085173129|1085173131|1085173133|1085173135|1085173137|1085173139|1085173141|1085173143|1085173145|1085173147|1085173149|1085173151|1085173153|1085173155|1085173157|1085173159|1085173161|1085173163|1085173165|1085173167|1085173169|1085173171|1085173173|1085173175|1085173177|1085173179|1085173181|1085173183|1085173185|1085173187|1085173191|1085173193|1085173195|1085173197|1085173199|1085173201|1086456533|1086456535|1086456537|1086456539|1086456541|1086456543|1086456547|1086456549|1086456551|1086456553|1086456555|1086456557|1086456559|1086456561|1086456563|1086456565|1086456567|1086456569|1086456571|1091068379|1092370767|1092370769|1092370771|1092370773,贵金属及原油行情分析与交易操作讨论,金融与公共信息 > 金融与公共议题 > 金融市场与交易
B,S1000-0106,STI-3458d2d3078ef3db5d7c,accepted,agree,小猪佩奇材料试课与课堂互动反馈,双方确认使用小猪佩奇材料试课，并交流孩子对故事、阅读和对话活动的反应。,教学与课程内容,教学材料与实施,教学方法与课堂活动,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动,standard,15,0.15,15,1087671251|1087671253|1087671255|1087671263|1087671265|1087671267|1087671271|1087671275|1088809405|1088809407|1088809411|1089829951|1089829957|1089829963|1089829965,小猪佩奇材料试课与课堂互动反馈,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动
B,S1000-0106,STI-7a9a790c8c0ce4e53606,accepted,agree,课程取消、可用时间与上课时间协调,双方沟通课程取消原因、可上课时间、改约及临近开课的等待安排。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,20,0.2,20,1080416039|1080416041|1080416043|1081424129|1081424131|1082560941|1085134009|1094969781|1094969783|1094969785|1096255967|1107058855|1107058857|1107058859|1107058861|1108310931|1108310933|1108310935|1108310937|1110933365,课程取消、可用时间与上课时间协调,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
B,S1000-0106,STI-d8efa456b2cdf51a7178,accepted,agree,课堂口语互动与预约课程内容确认,家长要求增加口语交流，并与教师确认后续预约内容可改为自由交谈及视频互动。,教学与课程内容,教学材料与实施,教学方法与课堂活动,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动,standard,17,0.17,17,1104796605|1104796607|1104796611|1104796613|1104796621|1104796625|1112338037|1112338039|1112338045|1112338047|1112338049|1112338051|1112338053|1112338055|1112338057|1112338059|1112338061,课堂口语互动与预约课程内容确认,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动
B,S1000-0107,STI-190d8ab0a46ca351f3c4,accepted,agree,首课前平台切换、教材获取与报错处理,教师在首课前确认使用平台、索取教材，并配合提交报错截图；管理方说明报错不影响正常上课。,数字平台与技术,数字技术与访问,连接与设备故障,数字平台与技术 > 数字技术与访问 > 连接与设备故障,standard,20,0.2,20,1097712215|1097712217|1097712219|1097712221|1097712223|1097712225|1097712227|1097712229|1097712235|1097712237|1097712239|1097712241|1097712243|1097712245|1097712247|1097712249|1097712251|1097712257|1097712259|1097712261,首课前平台切换、教材获取与报错处理,数字平台与技术 > 数字技术与访问 > 连接与设备故障
B,S1000-0107,STI-429c8fec757131164c07,accepted,agree,新教师入职资料、工作规范与教学要求,群内向新教师说明工作规则、需提交的个人与教学资料，以及课堂教学和课后记录要求。,课程运营与服务,课程服务管理,教师事务与人员管理,课程运营与服务 > 课程服务管理 > 教师事务与人员管理,standard,19,0.19,19,1096663901|1096663905|1096663907|1096663909|1096663911|1096663913|1096663915|1096663917|1096663919|1096663921|1096663923|1096663925|1096663927|1096663931|1096663935|1096663937|1096663941|1096663943|1096663945,新教师入职资料、工作规范与教学要求,课程运营与服务 > 课程服务管理 > 教师事务与人员管理
B,S1000-0107,STI-d8d091843fcdc7c82acd,accepted,agree,VooV固定会议链接与授课时段设置,教师按要求创建并修正VooV固定会议链接，使其覆盖可预约的上课时间。,课程运营与服务,在线课程运行,在线教室与课程接入,课程运营与服务 > 在线课程运行 > 在线教室与课程接入,standard,15,0.15,15,1096663929|1096663933|1096663947|1096663949|1096663951|1096663959|1096663961|1096663963|1096663965|1096663967|1096663969|1096663971|1096663973|1097712231|1097712233,VooV固定会议链接与授课时段设置,课程运营与服务 > 在线课程运行 > 在线教室与课程接入
B,S1000-0107,STI-ecfd3e71c311c9795728,accepted,agree,课堂教学改进、备课与家长反馈,群内反馈课堂中重复内容和语法问题，要求按学生水平备课；教师确认改进并跟进家长反馈。,教学与课程内容,教学反馈与记录,教学反馈与质量,教学与课程内容 > 教学反馈与记录 > 教学反馈与质量,standard,31,0.31,31,1097712263|1097712265|1097712267|1097712269|1097712271|1097712275|1097712277|1097712279|1097712281|1097712283|1097712285|1097712289|1098640789|1098640791|1098640793|1098640795|1098640797|1098640799|1098640801|1098640803|1099874163|1101137701|1101137705|1103788523|1103788525|1103788527|1103788529|1103788531|1103788533|1103788535|1103788537,课堂教学改进、备课与家长反馈,教学与课程内容 > 教学反馈与记录 > 教学反馈与质量
B,S1000-0108,STI-13d3c331b05625b88a2e,corrected,problem,试点数据构建、代码修改与样本处理,双方构建科技金融试点变量并处理历史数据、企业迁址和缺失观测，同时讨论基准回归设置。,学习与学业内容,学科与技能学习,理科与工程学习,学习与学业内容 > 学科与技能学习 > 理科与工程学习,standard,40,0.4,40,1087717013|1087717015|1087717017|1091080703|1091080705|1091080707|1091080709|1091080711|1091080713|1091080715|1091080717|1091080719|1091080721|1091080723|1091080725|1091080729|1091080731|1091080733|1091080735|1091080737|1091080739|1091080745|1092384737|1097446409|1097446411|1097446415|1097446417|1099587831|1099587835|1100864427|1102165671|1102165673|1102165675|1102165677|1102165679|1102165681|1102165683|1102165685|1102165689|1102165691,试点数据构建、代码修改与样本处理,教育与工作经济 > 研究与经济活动 > 学术研究与论文
B,S1000-0108,STI-2e3946fccc5af55e82cd,corrected,problem,论文政策试点选题与研究问题选择,双方讨论可用于论文的政策试点及其研究空间，教师建议优先考虑科技金融结合试点。,学习与学业内容,学科与技能学习,理科与工程学习,学习与学业内容 > 学科与技能学习 > 理科与工程学习,standard,24,0.24,24,1085186831|1085186835|1085186837|1085186839|1085186841|1085186847|1085186849|1085186851|1085186853|1085186857|1087716981|1087716983|1087716985|1087716987|1087716989|1087716991|1087716993|1087716995|1087716997|1087716999|1087717001|1087717003|1087717005|1087717009,论文政策试点选题与研究问题选择,教育与工作经济 > 研究与经济活动 > 学术研究与论文
B,S1000-0108,STI-b9d5718f8e82ff9771ed,accepted,agree,事件研究图与平行趋势检验,学生解释事件研究图的基准期，教师指出政策前系数不支持平行趋势并要求补充回归结果。,教育与工作经济,研究与经济活动,学术研究与论文,教育与工作经济 > 研究与经济活动 > 学术研究与论文,standard,8,0.08,8,1103509771|1103509773|1103509775|1104841009|1104841011|1104841013|1104841015|1104841017,事件研究图与平行趋势检验,教育与工作经济 > 研究与经济活动 > 学术研究与论文
B,S1000-0109,STI-0d96b4234ee41487147c,accepted,agree,颖咲子角色设定与二次元相关创作,交流漫画家颖咲子的角色设定、情感特征、动漫偏好及相关衍生创作。,娱乐与创作,创作与角色文化,文字与角色创作,娱乐与创作 > 创作与角色文化 > 文字与角色创作,standard,11,0.11,11,1085369067|1086633251|1086633253|1086633255|1086633257|1086633259|1086633261|1086633263|1086633265|1086633267|1086633269,颖咲子角色设定与二次元相关创作,娱乐与创作 > 创作与角色文化 > 文字与角色创作
B,S1000-0109,STI-55cb720016e52a6fbba4,accepted,agree,给筱涵的生日祝福,向筱涵发送包含二次元元素的生日祝福。,,,,,short_candidate,1,0.01,1,1088969183,给筱涵的生日祝福,
B,S1000-0109,STI-8625a96d83b3558d6ba2,accepted,agree,多国角色与亲友关系故事创作,围绕多国角色及其亲友关系创作茶会、旅行、告白和校园表演等故事。,娱乐与创作,创作与角色文化,文字与角色创作,娱乐与创作 > 创作与角色文化 > 文字与角色创作,standard,30,0.3,30,1086633279|1086633281|1086633283|1086633285|1087880743|1087880745|1087880747|1087880749|1087880751|1087880753|1087880755|1087880757|1087880759|1087880761|1087880763|1087880765|1087880767|1087880769|1087880771|1087880773|1087880775|1087880777|1087880779|1087880781|1087880783|1087880785|1087880787|1087880789|1087880791|1087880793,多国角色与亲友关系故事创作,娱乐与创作 > 创作与角色文化 > 文字与角色创作
B,S1000-0109,STI-9138b9f06f1778e63cdc,accepted,agree,超忆症是否属于天才的提问,询问超忆症能否被视为某种天才表现。,,,,,short_candidate,1,0.01,1,1088969187,超忆症是否属于天才的提问,
B,S1000-0109,STI-a2b84267f63a2592451e,accepted,agree,异能角色设定与多人幻想故事,发布多名异能角色的人设，并围绕这些角色构思和撰写幻想故事。,娱乐与创作,创作与角色文化,文字与角色创作,娱乐与创作 > 创作与角色文化 > 文字与角色创作,standard,8,0.08,8,1085369035|1085369059|1085369061|1085369063|1085369065|1086633271|1086633273|1086633275,异能角色设定与多人幻想故事,娱乐与创作 > 创作与角色文化 > 文字与角色创作
B,S1000-0109,STI-e3a256eb4ae9173ca2d5,accepted,agree,洛央、绘里、㲽海与谨年的角色故事创作,围绕洛央、绘里、㲽海和谨年持续生成校园、幻想与关系发展的故事片段。,娱乐与创作,创作与角色文化,文字与角色创作,娱乐与创作 > 创作与角色文化 > 文字与角色创作,standard,41,0.41,41,1085369033|1085369037|1085369039|1085369041|1085369043|1085369045|1085369047|1085369049|1085369051|1085369053|1085369055|1085369057|1085369069|1085369071|1085369073|1085369075|1085369077|1085369079|1086633277|1087880795|1087880797|1087880799|1087880801|1087880803|1087880805|1087880807|1087880809|1087880811|1087880813|1087880815|1087880817|1087880819|1087880821|1087880823|1087880825|1087880827|1087880829|1088969181|1088969189|1088969191|1088969193,洛央、绘里、㲽海与谨年的角色故事创作,娱乐与创作 > 创作与角色文化 > 文字与角色创作
